member_id,name,alias,kana,chamber,party,district,elected_count,roles,committees,party_divisions,career,as_of,member_company_offices,profile_url,source_url,verified,profile_asof,influence_tier,seniority
H-0033,石破 茂,,いしば しげる,衆,自民,鳥取1,14,,懲罰委員会,,昭和三十二年二月四日東京都千代田区に生まれる、本籍鳥取県八頭郡八頭町郡家殿四百二十四番地。慶應義塾大学法学部法律学科卒業○株式会社三井銀行行員、木曜クラブ事務局員○農林水産総括政務次官、防衛庁副長官、国務大臣・防衛庁長官、防衛大臣、農林水産大臣、国務大臣・内閣府特命担当、内閣総理大臣○衆議院農林水産委理事、厚生委理事、環境委筆頭理事、外務委筆頭理事、規制緩和に関する特別委員長、運輸委員長○自民党政務調査会長、幹事長、総裁○平成二十三年五月永年在職議員として衆議院より表彰される○著書『国防』『国難』『日本人のための「集団的自衛権」入門』○当選十四回（38 39 40 41 42 43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/033.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0034,石橋 林太郎,,いしばし りんたろう,衆,自民,広島3,3,,外務委員会;予算委員会;憲法審査会,,昭和五十三年五月二日、広島市安佐南区出身、大阪外国語大学（現大阪大学外国語学部）中退○広島県議会議員（二期）○国土交通大臣政務官○自由民主党副幹事長○当選三回（49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/034.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0035,石原 宏高,,いしはら ひろたか,衆,自民,東京3,7,環境大臣,,,環境大臣、内閣府特命担当大臣 昭和三十九年六月神奈川県逗子市に生まれる。慶應義塾大学経済学部卒業○株式会社日本興業銀行入行、みずほフィナンシャル・グループ参事役○自由民主党東京都第三選挙区支部支部長、品川総支部総支部長、内閣第二部会部会長、報道局長、環境・温暖化対策調査会事務局長、離島・半島振興特別委員会委員長○外務大臣政務官、内閣府副大臣、環境副大臣、内閣総理大臣補佐官（国家安全保障に関する重要政策及び核軍縮・不拡散問題担当）、環境大臣、内閣府特命担当大臣（原子力防災担当）○衆議院環境委員長、環境委員会筆頭理事、農林水産委員○当選七回（44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/035.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0036,石原 正敬,,いしはら まさたか,衆,自民,三重3,2,,環境委員会;決算行政監視委員会;議院運営委員会;政治倫理審査会,,昭和四十六年十一月三重県三重郡菰野町に生まれる、名古屋大学大学院教育学研究科卒業○名古屋大学大学院教育発達科学研究科助手、三重県議会議員、菰野町長、名古屋大学アジア共創教育研究機構研究員、三重農業共済組合役員、三重用水土地改良区副理事長、菰野町土地改良区理事長、名古屋大学大学院教育発達科学研究科附属授業研究国際センター研究員○著書共著『授業分析の方法と課題』共著『藝游』○当選二回（49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/036.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0037,泉 健太,,いずみ けんた,衆,中道,京都3,10,,文部科学委員会;憲法審査会,,昭和四十九年七月北海道札幌市に生まれる、立命館大学法学部卒業○参議院議員秘書、福祉施設職員○内閣府大臣政務官○民主党青年委員長、民進党組織委員長、希望の党国会対策委員長、国民民主党国会対策委員長、政務調査会長、立憲民主党政務調査会長、党代表、常任顧問、中道改革連合代議士会長○国家基本政策委員会委員長、環境委員会委員長○当選十回（43 44 45 46 47 47補48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/037.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0038,一谷 勇一郎,,いちたに ゆういちろう,衆,維新,（比）近畿,2,,財務金融委員会;決算行政監視委員会;東日本大震災復興及び原子力問題調査特別委員会,,昭和五十年一月二十二日大阪市都島区に生まれる、関西医療学園専門学校柔道整復学科卒。柔道整復師、株式会社ライフケア代表取締役、学校法人関西医療学園監事、関西医療学園専門学校校友会柔整部会会長○当選二回（49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/038.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0039,市村 浩一郎,,いちむら こういちろう,衆,維新,（比）近畿,6,,文部科学委員会;沖縄及び北方問題に関する特別委員会,,昭和三十九年七月十六日福岡県福岡市に生まれる、一橋大学社会学部卒業○松下政経塾第九期生。阪神・淡路コミュニティ基金事務局長兼プログラム・オフィサー、公益財団法人東京コミュニティー財団代表理事○国土交通大臣政務官○日本維新の会兵庫県第六区選挙区支部長○衆議院文部科学委員、沖縄・北方特別委員会理事○著書『天下りの真実』、『日本を元気にするＮＰＯのつくり方』、『日本のＮＰＯはなぜ不幸なのか？』○当選六回（43 44 45 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/039.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0040,井出 庸生,,いで ようせい,衆,自民,長野3,6,,内閣委員会;法務委員会;国家基本政策委員会;予算委員会;懲罰委員会;政治改革に関する特別委員会;憲法審査会,,昭和五十二年十一月二十一日東京都に生まれる、東京大学教育学部卒業○日本放送協会（ＮＨＫ）に入局、記者として仙台と横浜に勤務○平成二十四年の総選挙にて初当選○衆議院法務委員会理事、司法制度調査会事務局長、文部科学副大臣、国会対策副委員長○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/040.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0041,井戸 まさえ,,いど まさえ,衆,国民,（比）東京,2,,法務委員会;消費者問題に関する特別委員会,,昭和四十年十二月宮城県仙台市若林区木ノ下に生まれる、東京女子大学大学院博士後期課程修了（博士）、松下政経塾卒塾、東洋経済新報社社員、ジャーナリスト○兵庫県議会議員（二期）となる。民主党兵庫県第一区総支部長となる。平成二十一年、衆議院議員総選挙で初当選○現在、国民民主党東京都第四区総支部長となる。令和八年、再選○当選二回（45 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/041.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0042,伊藤 恵介,,いとう けいすけ,衆,参政,（比）東海,1,,国家基本政策委員会;沖縄及び北方問題に関する特別委員会,,昭和五十三年十二月静岡県浜名郡に生まれる、岐阜経済大学経済学部卒業、陸上自衛隊、ＮＰＯ法人理事、参政党岐阜第三支部長、参政党岐阜県支部連合会会長、衆議院国家基本政策委員、衆議院沖縄及び北方問題に関する特別委員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/042.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0043,伊藤 聡,,いとう さとし,衆,自民,（比）南関東,1,,総務委員会;外務委員会;災害対策特別委員会;沖縄及び北方問題に関する特別委員会,,昭和五十四年一月茨城県かすみがうら市に生まれる、東北大学理学部物理学科卒業及び東京大学公共政策大学院修了、外務省職員、国会議員政策秘書、青山社中共同代表ＣＯＯ、ハーバード大学研究員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/043.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0044,伊藤 信太郎,,いとう しんたろう,衆,自民,（比）東北,8,,経済産業委員会;予算委員会;憲法審査会;情報監視審査会,,昭和二十八年五月六日東京都に生まれる、慶應義塾大学経済学部卒業、慶應義塾大学大学院法学研究科修士課程修了、ハーバード大学大学院修士課程修了○国務大臣防衛庁長官付秘書官（政務）、衆議院議員秘書、ニュースキャスター、玉川大学大学院講師、東北福祉大学教授、大阪大学大学院客員教授○外務大臣政務官、外務副大臣、環境大臣○衆議院環境委員長、東日本大震災復興特別委員長、現在情報監視審査会委員、予算委員会委員○自由民主党政務調査会長代理、農林食料戦略調査会副会長、国際局長○著書『福祉と文化』（共著）『文化芸術基本法の成立と文化政策』（編著）○当選八回（42補43 44 46 47 48 49 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/044.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0045,伊藤 忠彦,,いとう ただひこ,衆,自民,愛知8,7,,国土交通委員会;東日本大震災復興及び原子力問題調査特別委員会,,昭和三十九年七月愛知県に生まれる、早稲田大学法学部卒業、電通へ入社。平成十一年愛知県議会議員に当選。平成十七年衆議院議員当選○復興大臣、環境副大臣、内閣府副大臣、総務大臣政務官、内閣府大臣政務官○衆議院法務委員長、法務委員会理事、環境委員会理事、決算行政監視委員会理事、倫理選挙特別委員会理事、原子力問題調査特別委員会理事、議事進行係、予算委員、総務委員、地方創生に関する特別委員○自由民主党総務、国会対策委員会副委員長、国土交通部会長、副幹事長、幹事長特別補佐○当選七回（44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/045.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0046,伊藤 達也,,いとう たつや,衆,自民,東京22,11,,経済産業委員会,,昭和三十六年七月東京都出身。慶應義塾大学法学部卒業、（公財）松下政経塾卒塾、カリフォルニア州立大学院客員研究員、関西学院大学院教授○通商産業政務次官、内閣府副大臣、金融担当大臣、総理大臣補佐官、内閣府大臣補佐官○自由民主党経済産業部会長、中小企業・小規模事業者政策調査会長、国際局長、競争政策調査会長、金融調査会長○衆議院財務金融委員長、東日本大震災復興特別委員長、予算委員長、情報監視審査会長、憲法審査会幹事○著書『総理官邸の真実』（ＰＨＰ研究所）等○当選十一回（40 41 42 43 44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/046.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0047,伊東 信久,,いとう のぶひさ,衆,維新,（比）近畿,5,,厚生労働委員会,,昭和三十九年一月四日大阪府に生まれる、神戸大学医学部卒業、大阪市立大学大学院医学研究科卒業○医学博士、大阪大学大学院招聘教授、医療法人眞愛会理事長となり、現在に至る○日本維新の会副幹事長、国会対策委員会副委員長、選挙対策副委員長、政務調査会副会長、厚生労働部会長○衆議院憲法審査会委員、文部科学委員会理事、決算行政監視委員会理事、科学技術・イノベーション推進特別委員会理事、原子力問題調査特別委員会理事、財務金融委員会理事、消費者問題に関する特別委員会理事、厚生労働委員会理事○当選五回（46 47 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/047.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0048,伊東 良孝,,いとう よしたか,衆,自民,（比）北海道,7,,農林水産委員会;沖縄及び北方問題に関する特別委員会,,昭和二十三年十一月に生まれる。北海道教育大学教育学部卒業○釧路市議会議員（三期）、北海道議会議員（二期）、釧路市長（二期）○財務大臣政務官、農林水産副大臣（二回）、内閣府特命担当大臣（沖縄及び北方対策・地方創生・アイヌ施策・消費者及び食品安全）、国際博覧会担当、新しい地方経済・生活環境創生担当○衆議院議院運営委員会理事（三回）、地方創生特別委員長、農林水産委員長○党副幹事長（二回）、国会対策副委員長（二回）、水産部会長、道連会長（五期）、北海道総合開発特別委員長（兼ゼロカーボン推進本部長）○当選七回（45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/048.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0049,稲田 朋美,,いなだ ともみ,衆,自民,福井1,8,,法務委員会;予算委員会;憲法審査会,,昭和三十四年二月二十日福井県越前市に生まれる、早稲田大学法学部卒業○弁護士○伝統と創造の会会長○防衛大臣、内閣府特命担当相、行政改革・公務員制度改革担当相、クールジャパン担当相、再チャレンジ担当相○自由民主党政務調査会長、福井県第一選挙区支部長○当選八回（44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/049.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0050,稲葉 大輔,,いなば だいすけ,衆,自民,静岡8,1,,財務金融委員会;政治改革に関する特別委員会;消費者問題に関する特別委員会,,昭和四十九年静岡県浜松市に生まれる。慶應義塾大学経済学部卒業、株式会社東京ドームを経て、家業であるホテル鞠水亭入社。社会福祉法人はなぞの会理事、社会福祉法人和光会理事、自由民主党静岡県連青年部青年局顧問、浜松市議会議員三期、自由民主党静岡県第八選挙区支部長○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/050.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0051,犬飼 明佳,,いぬかい あきよし,衆,中道,（比）東海,1,,国土交通委員会;地域活性化・こども政策・デジタル社会形成に関する特別委員会,,昭和四十七年九月十日名古屋市内に生まれる、一宮北高校卒業、愛知大学経営学部卒業。ヤマキ株式会社で十二年間食品営業の最前線で勤務。参議院議員公設第一秘書、愛知県議会議員四期（公明党公認）、公明党地方議会局次長、県副代表、第五十回衆議院議員選挙愛知十六区（公明党公認）に挑戦し、惜敗。第五十一回衆議院議員選挙比例東海ブロック初当選（中道改革連合）○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/051.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
